,tweet_id,timestamp,text,name,rating,stage_of_dog,favorite_count,favorited,full_text,id,retweeted_status,jpg_url,img_num,prediction
38,884925521741709313,2017-07-12 00:01:00 +0000,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,1.2,doggo,,,,,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian greyhound
39,884876753390489601,2017-07-11 20:47:12 +0000,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,1.3,doggo,,,,,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow
40,884562892145688576,2017-07-11 00:00:02 +0000,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,1.3,doggo,24765.0,False,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,8.845628921456886e+17,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug
41,884441805382717440,2017-07-10 15:58:53 +0000,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,1.4,doggo,27478.0,False,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",8.844418053827174e+17,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke
42,884247878851493888,2017-07-10 03:08:17 +0000,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,None,1.3,doggo,74423.0,False,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,8.842478788514939e+17,,,,
43,884162670584377345,2017-07-09 21:29:42 +0000,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,1.2,doggo,,,,,,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German shepherd
44,883838122936631299,2017-07-09 00:00:04 +0000,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,1.2,doggo,,,,,,,,
45,883360690899218434,2017-07-07 16:22:55 +0000,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,1.3,doggo,,,,,,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow
46,883117836046086144,2017-07-07 00:17:54 +0000,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,1.3,doggo,37914.0,False,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",8.831178360460861e+17,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden retriever
47,882992080364220416,2017-07-06 15:58:11 +0000,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,1.3,doggo,24445.0,False,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,8.829920803642204e+17,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo dog
48,882762694511734784,2017-07-06 00:46:41 +0000,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,1.2,doggo,28903.0,False,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,8.827626945117348e+17,,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador retriever
49,882627270321602560,2017-07-05 15:48:34 +0000,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,1.3,doggo,28382.0,False,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,8.826272703216026e+17,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke
50,882268110199369728,2017-07-04 16:01:23 +0000,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,1.3,doggo,45880.0,False,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,8.822681101993697e+17,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden retriever
51,882045870035918850,2017-07-04 01:18:17 +0000,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,1.3,doggo,,,,,,,,
52,881906580714921986,2017-07-03 16:04:48 +0000,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,1.2,doggo,,,,,,,,
53,881666595344535552,2017-07-03 00:11:11 +0000,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,1.3,doggo,51522.0,False,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,8.816665953445356e+17,,,,
54,881633300179243008,2017-07-02 21:58:53 +0000,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,None,1.7,doggo,129.0,False,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,8.81633300179243e+17,,,,
55,881536004380872706,2017-07-02 15:32:16 +0000,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",a,1.4,doggo,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed
56,881268444196462592,2017-07-01 21:49:04 +0000,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,1.2,doggo,23501.0,False,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,8.812684441964626e+17,,,,
57,880935762899988482,2017-06-30 23:47:07 +0000,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,1.3,doggo,,,,,,,,
58,880872448815771648,2017-06-30 19:35:32 +0000,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,None,1.2,doggo,21734.0,False,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,8.808724488157716e+17,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke
59,880465832366813184,2017-06-29 16:39:47 +0000,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,1.2,doggo,29075.0,False,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,8.804658323668132e+17,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden retriever
60,880221127280381952,2017-06-29 00:27:25 +0000,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,1.2,doggo,27640.0,False,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,8.80221127280382e+17,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua
61,880095782870896641,2017-06-28 16:09:20 +0000,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,None,1.1,doggo,,,,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature pinscher
62,879862464715927552,2017-06-28 00:42:13 +0000,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,1.3,doggo,22667.0,False,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,8.798624647159276e+17,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset
63,879674319642796034,2017-06-27 12:14:36 +0000,@RealKentMurphy 14/10 confirmed,None,1.4,doggo,,,,,,,,
64,879492040517615616,2017-06-27 00:10:17 +0000,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,1.2,doggo,23822.0,False,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,8.794920405176156e+17,,,,
65,879415818425184262,2017-06-26 19:07:24 +0000,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,1.3,doggo,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English springer
66,879376492567855104,2017-06-26 16:31:08 +0000,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,1.2,doggo,17099.0,False,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,8.793764925678551e+17,,,,
67,879130579576475649,2017-06-26 00:13:58 +0000,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,Emmy,1.4,doggo,,,,,,,,
68,879050749262655488,2017-06-25 18:56:45 +0000,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,1.1,doggo,23022.0,False,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,8.790507492626555e+17,,,,
69,879008229531029506,2017-06-25 16:07:47 +0000,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,1.3,doggo,,,,,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla
70,878776093423087618,2017-06-25 00:45:22 +0000,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,1.3,doggo,,,,,,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian greyhound
71,878604707211726852,2017-06-24 13:24:20 +0000,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,None,1.3,doggo,,,,,,,,
72,878404777348136964,2017-06-24 00:09:53 +0000,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",Shadow,1.3,doggo,,,,,,,,
73,878316110768087041,2017-06-23 18:17:33 +0000,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,Terrance,1.1,doggo,,,,,,,,
74,878281511006478336,2017-06-23 16:00:04 +0000,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,1.3,doggo,7913.0,False,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",8.782815110064783e+17,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset
75,878057613040115712,2017-06-23 01:10:23 +0000,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,1.4,doggo,42876.0,False,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,8.780576130401157e+17,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French bulldog
76,877736472329191424,2017-06-22 03:54:17 +0000,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,1.3,doggo,71144.0,False,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,8.777364723291914e+17,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake Bay retriever
